Total Gross Profit,Back Gross Profit,Front Gross Profit,Buyer Postal Code,Inventory Type,Make,Model,Color
5214.11,2163.03,2753.08,620951110,U,Chevrolet,Equinox,SILVER
2964.39,0,2666.39,62711,U,GMC,Savana 2500,WHITE
12643.76,4226.25,8119.51,620671716,U,Chevrolet,Malibu,PURPLE
4929.12,2515.19,2115.93,62095,U,Chevrolet,Camaro,BLACK
4120.25,3430.34,391.91,620101517,U,Chevrolet,Equinox,BEIGE
5531.24,2313.44,2919.8,620403572,N,Chevrolet,Silverado 2500HD,WHITE
7338.85,2779.01,4261.84,620534449,U,Chevrolet,Colorado,BLUE
850.79,472.56,80.23,62095,U,Ford,Focus,BLACK
3664.27,0,3366.27,630521362,U,Lexus,ES 350,BLACK
2458.1,0,2160.1,454241804,N,Chevrolet,Silverado 1500 LTD,SILVER
6578.48,1754.1,4526.38,631383307,U,Chevrolet,Camaro,ORANGE
4640.78,0,4342.78,622061606,U,Ford,Escape,GRAY
5739,1346,4095,620022927,U,Jeep,Renegade,BLUE
7359.17,272.26,6788.91,620141147,U,GMC,Acadia,BLACK
2679.9,0,2381.9,454241804,N,Chevrolet,Blazer,BLACK
6178.22,2081.12,3799.1,620101400,U,RAM,1500,GRAY
2678.1,0,2380.1,620952148,N,Chevrolet,Equinox,BLUE
-1323.27,201,-1822.27,614621037,U,Hyundai,Accent,TAN
1447.76,396.44,753.32,631226494,U,Chevrolet,Equinox,WHITE
2795.55,2818.66,-321.11,620841304,U,Buick,Encore,BLACK
1967.16,614.55,1054.61,622943128,U,Toyota,Camry Hybrid,WHITE
4745.63,2889,1558.63,620493318,U,Chevrolet,Camaro,RED
6051.59,2172.59,3581,620121427,N,Chevrolet,Silverado 1500 LTD,BLACK
7868.82,3967.11,3603.71,620255115,U,Chevrolet,Equinox,WHITE
4670.17,788.41,3583.76,622942218,U,Nissan,Sentra,BLACK
9402.08,3465.51,5638.57,620951801,U,GMC,Terrain,WHITE
5010.95,1249.68,3463.27,633621351,U,Chevrolet,Equinox,GRAY
3060.32,345.56,2416.76,620953342,U,Jeep,Wrangler,BLACK
5634.89,297.33,5039.56,620101557,U,Chevrolet,Equinox,BLACK
3546.99,2091.43,1157.56,620406189,U,Chevrolet,Equinox,SILVER
5688.98,4471.2,919.78,620481210,U,Jeep,Wrangler JK Unlimited,RED
4198.65,3189.98,710.67,620841026,U,Chevrolet,Camaro,RED
7077.88,2957.83,3822.05,620241943,U,Cadillac,XT5,BLACK
4073.2,2744.7,1030.5,620241332,N,Chevrolet,Trailblazer,RED
2046.3,801,947.3,626941279,N,Chevrolet,Trailblazer,WHITE
3944.16,1272.96,2373.2,620241741,N,Chevrolet,Silverado 1500 LTD,WHITE
4113.18,1644.58,2170.6,620952443,N,Chevrolet,Colorado,BLUE
4508.87,310.28,3900.59,622232803,U,Chevrolet,Trax,BLACK
5726.78,1038.24,4390.54,323213909,U,Chevrolet,Silverado 1500,RED
6735.62,2107.06,4330.56,620255722,U,GMC,Sierra 1500 Limited,BLACK
3031.29,2061,672.29,620881282,U,Chevrolet,Equinox,BROWN
3221.6,1988.1,1530.5,620025122,N,Chevrolet,Trailblazer,GRAY
6086.5,1786,4002.5,630701906,U,Chevrolet,Malibu,SILVER
9836.58,1855.99,7682.59,620332163,U,Chevrolet,Impala,WHITE
9211.74,2969.53,5944.21,620101745,U,Buick,Enclave,SILVER
7438.5,2704.96,4435.54,620021945,U,Honda,Civic,SILVER
4151.96,273.39,3580.57,622942143,U,Chevrolet,Equinox,GRAY
3605.44,3268.35,39.09,620253900,U,Hyundai,Tucson,WHITE
3485.86,338.97,2848.89,620252626,U,Nissan,Rogue,ORANGE
3434.99,2196.52,940.47,620692215,U,Ford,Explorer,BLUE
5022.59,2089.21,2635.38,622343860,U,Chrysler,300,WHITE
1189.69,510,381.69,622083629,U,GMC,Terrain,SILVER
9265.21,1875.58,7091.63,622841160,U,Ford,Ranger,RED
8520.06,2639.38,5582.68,620022110,U,Chevrolet,Camaro,RED
2029,607.9,1123.1,620953411,U,Volkswagen,Passat,BLUE
2488.35,2659.95,-469.6,631194000,U,Chevrolet,Traverse,BROWN
6610.86,310,6002.86,62087,U,Chevrolet,Colorado,WHITE
7403.55,2843.22,4411.33,626159305,U,Chevrolet,Silverado 1500,BLACK
3102.46,2421.49,382.97,620241943,U,Chevrolet,Traverse,WHITE
1678,201,1179,60143,N,Chevrolet,Silverado 1500 LTD,WHITE
310.77,201,-188.23,620027520,U,Chevrolet,Silverado 1500,BLUE
21406.24,15137.4,5970.84,620101636,U,Chevrolet,Traverse,BLACK
1398.89,98,1002.89,617041452,U,Kia,Soul,RED
3493.42,2749.59,445.83,630693415,U,Ford,Edge,WHITE
2111.67,1861.21,-47.54,62018,U,Chevrolet,Cruze,BLACK
8581.37,0,8283.37,630423750,U,Chevrolet,Malibu,WHITE
5124.2,2026.4,2799.8,620027977,U,Ford,Fusion Hybrid,WHITE
6125.97,2405.97,3422,622343850,U,GMC,Sierra 1500,WHITE
5193.08,3046.44,1848.64,620022123,U,Chevrolet,Blazer,BLUE
3243.77,1260.25,1685.52,620181403,U,Nissan,Kicks,ORANGE
4475.63,896.96,3280.67,629598423,U,Volkswagen,Passat,WHITE
1535.11,346.77,890.34,620952409,U,Chevrolet,Camaro,RED
3156.61,365.21,2493.4,620952409,U,Chevrolet,Camaro,BLACK
4557.11,232.29,4026.82,620331713,U,Nissan,Altima,SILVER
5095.92,299,4498.92,62025,U,RAM,1500,BLACK
1826.88,0,1528.88,04102,U,Chevrolet,Express 2500,WHITE
6307.74,2381.18,3628.56,620121339,U,Chevrolet,Silverado 2500HD,BLUE
7526.7,201,7027.7,52806,N,Chevrolet,Corvette,BLUE
9721.9,4372.64,5051.26,620025243,U,Ford,Edge,MAROON
5394.24,3543.97,1552.27,631362426,U,Chevrolet,Malibu,GRAY
3749.7,0,3451.7,631112804,U,Cadillac,ATS,BLUE
966.65,201,467.65,622347606,U,Ford,Taurus,GRAY
3708.39,2476.78,933.61,62010,U,GMC,Canyon,WHITE
7293.44,3435.6,4358.84,620101231,U,Chevrolet,Colorado,SILVER
7380.44,5223.25,1859.19,620841026,U,Chevrolet,Blazer,GRAY
3250.35,2526.31,426.04,620023143,U,Chevrolet,Malibu,SILVER
8761.01,4137.91,4325.1,620348533,N,Chevrolet,Silverado 1500,BLACK
-1762.87,201,-2261.87,890052414,U,Chevrolet,Colorado,ORANGE
7009.7,4641.23,2070.47,620122121,U,Cadillac,XT4,SILVER
3922.56,2242.06,1382.5,620121946,U,Chevrolet,Sonic,BLACK
4125.74,0,3827.74,620123732,U,Ford,Fiesta,WHITE
4346.96,1904.88,2144.08,620841026,U,Jeep,Cherokee,BLACK
7357.77,1042.92,6851.84,62221,U,Chevrolet,Silverado 1500,WHITE
1059.5,300,461.5,631235013,U,Kia,Stinger,WHITE
5067.95,1391.33,3378.62,62685,U,Chevrolet,Malibu,BLACK
5597.01,2759.42,2539.59,622214365,U,Chevrolet,Traverse,BLACK
3839.26,2845.86,695.4,620352362,U,Chevrolet,Cruze,ORANGE
4341.62,0,4043.62,622541968,U,Chevrolet,Camaro,BLUE
3146.04,78.24,2769.8,620403420,U,Ford,Escape,RED
4202.81,2613.46,1291.35,620101066,N,Chevrolet,Bolt EV,CHERRY-RED
4626.91,1730.98,2597.93,620403634,U,Nissan,Rogue,WHITE
5045.14,3807.72,939.42,620352618,N,Chevrolet,Trax,BLUE
3864.48,2656.49,909.99,620181221,U,Chevrolet,Spark,GRAY
5479.05,2129.35,3051.7,620952203,N,Chevrolet,Traverse,SILVER
3318.78,2322.96,697.82,620101343,U,Chevrolet,Equinox,GREY
2915.25,120,2497.25,631234343,U,Mazda,MX-5 Miata,RED
6816.11,2689.45,4028.66,622204051,U,Ford,Escape,GRAY
8664.57,3183.47,5183.1,620024645,U,Chrysler,Pacifica,GRAY
10226.12,2225.28,8276.84,620252325,U,RAM,1500,BLACK
3291.88,0,2993.88,63115,U,Ford,F-250,WHITE
4702.09,2644.28,1759.81,620404133,U,Chevrolet,Malibu,WHITE
4315.43,189.43,3828,628647136,U,Cadillac,SRX,GRAY
2440.98,0,2142.98,633040327,U,Ford,Transit-250,WHITE
7994.42,5272.32,2424.1,620841026,N,Chevrolet,Blazer,PEARL
5973.29,2048.45,3626.84,620181540,U,Chevrolet,Equinox,SILVER
4422.98,1729.44,2395.54,620012172,U,Chevrolet,Equinox,BLACK
4423.23,3093.62,1031.61,620024909,U,Chevrolet,Cruze,RED
586.13,465.79,-177.66,620481209,U,Jeep,Cherokee,GRAY
3525.34,1201,2026.34,622344427,U,Ford,Ranger,BLU
3688.57,0,3390.57,620951456,U,Chevrolet,Equinox,GRAY
725.49,1863.66,-1436.17,60175,U,Chevrolet,Colorado,WHITE
3015.91,1855.02,862.89,60175,U,Chevrolet,Colorado,GRAY
3652.52,0,3354.52,622343760,U,Chevrolet,Tahoe,SILVER
4819.99,2199.29,2322.7,370964028,N,Chevrolet,Traverse,SILVER
9882.1,3824.74,5759.36,631366107,U,Chevrolet,Traverse,SILVER
4672.84,294.15,4080.69,620028863,U,GMC,Sierra 2500HD,
2904.84,2367.5,239.34,620633008,U,Ford,Fusion Hybrid,BLUE
5780.5,1689,3793.5,62010,N,Chevrolet,Silverado 2500HD,RED
4200.99,3095.73,807.26,628154209,U,Chevrolet,Cruze,BLACK
5841.66,3668.36,1875.3,620951141,N,Chevrolet,Equinox,BLUE
4487.7,2221,1968.7,630262807,N,Chevrolet,Traverse,BLUE
4960.19,2745.35,1916.84,622450354,U,Chevrolet,Camaro,BLACK
1847.31,673.54,875.77,629072414,U,Ford,F-150,WHITE
4490.22,2509.84,1682.38,622373100,U,Honda,Pilot,BLACK
8935.1,2505.34,6131.76,620331016,U,Kia,Forte,BLUE
2139.45,2329.67,-488.22,620024033,U,Chevrolet,Spark,PURPLE
2249.26,0,1951.26,525018992,U,Chevrolet,Colorado,WHITE
4797.95,2220.05,2279.9,620027700,U,Chevrolet,Colorado,GRAY
11384.11,2616.72,8469.39,620241226,U,Jeep,Wrangler Unlimited,RED
6144.36,3556.58,2289.78,620406913,U,Hyundai,Venue,WHITE
1297.9,0,999.9,62095,U,GMC,Terrain,GRAY
7451.61,2407.38,4746.23,620241919,U,Chevrolet,Malibu,RED
5463.41,920.57,4244.84,622344032,U,Chevrolet,Sonic,SILVER
7040.91,3293.34,4273.57,620522640,U,Dodge,Grand Caravan,MAROON
3041.62,1906.19,837.43,620253169,U,Chevrolet,Equinox,GRAY
9837.9,2555.47,6984.43,620331710,U,Nissan,Pathfinder,BLACK
7860.83,4153.94,3408.89,62208,U,Jeep,Wrangler Unlimited,GRAY
8033.46,2453.18,5282.28,620241506,U,Chevrolet,Malibu,GRAY
4777.31,2742.55,1736.76,620023538,U,Chevrolet,Traverse,GRAY
3620.03,100,3222.03,620252328,U,Chevrolet,Traverse,GREY
3152.07,1554.98,1299.09,620953235,U,Chevrolet,Colorado,SILVER
3144.34,0,2846.34,62018,U,Ford,Edge,BLUE
6422.5,3248.52,2875.98,620023139,U,Nissan,Sentra,GREY
3380.1,372.48,2709.62,620025175,U,Mercedes-Benz,GLA 250,BLACK
2605.5,412.86,1894.64,622331715,U,Jeep,Wrangler,WHITE
6686.1,2206.32,4181.78,620241834,U,Chevrolet,Express 3500,WHITE
9364.82,2477.19,6589.63,620881583,U,Chevrolet,Silverado 1500,WHITE
6462.3,1451,4713.3,620027923,N,Chevrolet,Silverado 2500HD,
5630.47,1846.69,3485.78,622493496,U,Chevrolet,Suburban,MAROON
4854.19,2160.04,2396.15,620526460,U,GMC,Acadia,GRAY
3423.24,2626.07,499.17,62095,U,Buick,Encore GX,BLACK
4704.74,2526.28,1880.46,631182814,U,Nissan,Altima,GRAY
3338.76,2721.88,318.88,622042742,U,Chevrolet,Malibu,SILVER
4124.72,2762.85,1063.87,622201709,U,Chevrolet,Cruze,GRAY
6255.26,3874.25,2083.01,630334560,U,Cadillac,CTS,BLACK
5739.67,2738.97,2702.7,620841309,U,Chevrolet,Cruze,BLACK
4073.47,2564.93,1210.54,626261917,U,Ford,Mustang,RED
7584.68,1690.96,5990.72,62014,U,Chevrolet,Sonic,BLUE
6132.74,2557.4,3277.34,620561107,U,Ford,Fusion,WHITE
5805.07,1857.35,3649.72,622942007,U,Chevrolet,Silverado 1500,BLACK
3346.84,2532.33,516.51,620023782,U,Nissan,Versa,SILVER
6192.31,3310,2584.31,622345001,U,Dodge,Challenger,RED
-1238.91,201,-1737.91,620027376,U,Kia,Soul,GRAY
3073.63,299,2476.63,622742507,U,Cadillac,XT5,WHITE
3701.17,0,3403.17,63103,U,Chevrolet,Silverado 1500,WHITE
4356.92,2520.24,1538.68,620241741,U,Buick,Encore,GRAY
7473.58,1925.11,5250.47,622631012,U,Chevrolet,Equinox,SILVER
6040.99,1548.13,4194.86,620352356,U,Ford,Explorer,WHITE
1949.27,201,1450.27,620022113,U,Dodge,Journey,WHITE
6776.65,1573.24,4905.41,620025363,U,Chevrolet,Malibu,BEIGE
6033.68,2090.23,3645.45,620406177,U,Cadillac,SRX,RED
4784.5,2483.9,2002.6,622082642,N,Chevrolet,Equinox,WHITE
2675.46,1477.92,899.54,620101422,U,Chevrolet,Malibu,SILVER
4108.21,0,3810.21,631164022,U,Chevrolet,Sonic,
6888.66,2351.15,4239.51,620354109,U,GMC,Acadia,RED
3601.21,2018.81,1284.4,620521225,U,Dodge,Grand Caravan,BLACK
5808.96,1777.54,3733.42,633764474,N,Chevrolet,Silverado 1500,WHITE
2399.31,1207.4,893.91,620841105,U,Jeep,Cherokee,BLUE
2596.55,512.15,1786.4,630216362,N,Chevrolet,Colorado,BLACK
7628.8,4214.1,3116.7,620255347,N,Chevrolet,Traverse,BLUE
5530.6,1384.56,3848.04,62021,U,Ford,Explorer,BLACK
4826.4,3100.4,1428,620743610,N,Chevrolet,Malibu,WHITE
5666.34,3392.84,1975.5,620481334,N,Chevrolet,Silverado 1500 LTD,GRAY
2445.95,1496.39,651.56,620402678,U,Toyota,Corolla iM,WHITE
1849.76,1035.62,516.14,62095,U,Chevrolet,Equinox,SILVER
10963.96,1595.96,9070,620951843,U,Ford,Mustang,BLUE
5920.42,356,5266.42,625261214,U,Dodge,Challenger,BLACK
8975.81,2398.04,6279.77,62002,U,Chevrolet,Malibu,RED
2756.3,1088,1370.3,622217837,N,Chevrolet,Equinox,WHITE
908.7,500,110.7,620101480,U,Chevrolet,Cruze,BLACK
7795.51,0,7497.51,620141069,U,Ford,F-150,RED
3904.39,0,4005.39,62035,U,GMC,Acadia,BLACK
3540.47,2744.43,498.04,620522553,U,Chevrolet,Cruze,BLACK
4319.16,2308.8,1712.36,620972237,U,Chevrolet,Colorado,BLUE
2812.29,1967.87,546.42,622344050,U,Dodge,Durango,GRAY
3288.84,500,2490.84,63011,U,GMC,Savana 2500,WHITE
4032.51,724.31,3010.2,620626719,N,Chevrolet,Traverse,PEARL
2008.19,410.51,1299.68,620241227,U,Nissan,Versa,RED
9173.01,4703.17,4171.84,622232901,U,Cadillac,CT5,WHITE
8894.98,1926.7,6670.28,62024,U,Chevrolet,Silverado 1500,BLACK
4275.14,1192.02,2785.12,620101645,U,Dodge,Charger,WHITE
7446.78,1700.3,5448.48,620881947,U,GMC,Acadia,SILVER
8168.88,1472.88,6398,631371354,U,Chevrolet,Impala,BLACK
4429.9,650.88,3481.02,620101231,U,Cadillac,Escalade ESV,BLACK
2974.97,867.37,1809.6,620123893,U,Toyota,Highlander Hybrid,SILVER
4687.44,3534.05,855.39,620871828,U,Jeep,Cherokee,ORANGE
7548.17,1323.97,5926.2,620632211,U,Ford,F-250,BLACK
3335.33,2735.66,301.67,620123971,U,Chevrolet,Impala,BLACK
2936.31,1,2637.31,62223,U,GMC,Savana 2500,WHITE
3615.59,1982.29,1335.3,622941165,N,Chevrolet,Equinox,GRAY
2515.73,391.83,1825.9,620025129,N,Chevrolet,Colorado,BLUE
2821.93,1821.04,702.89,631103562,U,Chevrolet,Spark,BLUE
3561.97,1399.13,1864.84,646837502,U,Chevrolet,Colorado,ORANGE
6609.62,1149.8,5161.82,622463525,U,Nissan,Altima,SILVER
2895.68,2564.36,33.32,620352313,U,Chevrolet,Impala,BLACK
7265.04,4305.2,2661.84,63034,U,Chevrolet,Express 2500,WHITE
2116.51,501,1317.51,620522034,U,Chevrolet,Equinox,GRAY
3131.9,1101,1732.9,62010,N,Chevrolet,Equinox,GRAY
5948.84,1505.95,4144.89,620241640,U,Chevrolet,Colorado,WHITE
10916.92,4697.94,5920.98,620253707,U,Chevrolet,Trax,WHITE
3504.93,2565.17,641.76,620102589,U,Chevrolet,Cruze,GRAY
7727.95,1289.62,6140.33,62035,U,Chevrolet,Silverado 1500,BLACK
7744.28,3438.83,4007.45,627023137,U,Chevrolet,Colorado,BLACK
7793.01,736.45,6758.56,620101051,U,Jeep,Cherokee,SILVER
2145.4,858.74,988.66,626859750,U,GMC,Acadia,BLUE
4016.72,2640.1,1078.62,622941864,U,Chevrolet,Equinox,RED
3058.89,1617.65,1143.24,620123760,U,Ford,Fusion,RED
6078.96,1339,4441.96,620255134,U,Chevrolet,Silverado 1500,WHITE
3812.19,2657.05,857.14,620142628,U,Chevrolet,Silverado 1500,RED
4196.52,3278.07,495.5,606084615,N,Chevrolet,Spark,BLUE
4538.63,2998,1242.63,620481118,U,Nissan,Altima,GRAY
7136.94,2669.12,4169.82,620241773,U,Jeep,Wrangler Unlimited,BLACK
5223.76,299,4626.76,620024310,U,Ford,Fiesta,
7448.87,3300.77,3850.1,620283038,N,Chevrolet,Silverado 1500,BLUE
4890.67,2742.34,1850.33,620241636,U,GMC,Terrain,WHITE
4098.99,3232.5,568.49,620521846,U,Chevrolet,Spark,BLUE
5489.25,2704.36,2486.89,620101037,U,Chevrolet,Colorado,WHITE
4022.96,3417.07,307.89,620025506,U,Chevrolet,Spark,PINK
4850.39,1108.17,3444.22,622202772,U,GMC,Terrain,BLACK
2014,1191.2,524.8,622232106,U,Genesis,G70,WHITE
8604.23,0,8306.23,631062437,U,Dodge,Durango,BLACK
4379.47,2789.67,1291.8,620792052,N,Chevrolet,Malibu,BLUE
2531,0,2233,62024,N,Chevrolet,Silverado 1500,GRAY
4853.1,299,4256.1,46226,N,Chevrolet,Silverado 1500,WHITE
7051.8,1631.8,5122,620952012,U,Chevrolet,Malibu,SILVER
4416.77,1417.01,2701.76,620142305,U,GMC,Terrain,WHITE
4182.52,2628.85,1255.67,620521935,U,Chevrolet,Equinox,SILVER
3947.06,2148.96,1500.1,62088,U,Chevrolet,Equinox,WHITE
3295.82,2400.82,597,620161133,U,Ford,Escape,BLUE
4261.2,2633.32,1329.88,620952252,U,Ford,EcoSport,BROWN
4277.84,2605.33,1374.51,620101197,U,Chevrolet,Cruze,GRAY
6830.17,1702.86,4829.31,622494721,U,Ford,Escape,
2785.41,1647.89,839.52,620251045,U,Chevrolet,Traverse,WHITE
5359.29,2049.19,3012.1,620352602,N,Chevrolet,Silverado 1500,RED
4181.48,2221.06,1662.42,620101836,U,Chevrolet,Traverse,GRAY
4420.9,2158.32,1964.58,620951413,U,Chevrolet,Blazer,BLACK
8233.66,2000.16,5935.5,479099200,U,Jeep,Wrangler Unlimited,RED
9008.42,4281.92,4428.5,615548397,N,Chevrolet,Tahoe,BLACK
4174.63,2382.45,1494.18,620241450,U,Chevrolet,Impala,BLUE
1886.91,701,887.91,620341315,U,Chevrolet,Cruze,BLACK
4624.53,201,4125.53,62685,U,Ford,Escape,RUBY
4473.71,2445.24,1730.47,797074033,U,Ford,Transit-150 Passenger,BLACK
7208.04,203.63,6706.41,628901243,U,Chevrolet,Malibu,SILVER
6015.72,4381.22,1336.5,622032303,N,Chevrolet,Bolt EUV,SILVER
5533.15,1960.03,3275.12,62025,U,Chevrolet,Silverado 1500,BLACK
2698.87,801,1599.87,620241730,U,Chevrolet,Blazer,RED
5670.24,2762.6,2609.64,622362701,U,Chevrolet,Traverse,WHITE
7907.65,2299.32,5310.33,62853,U,Chevrolet,Malibu,BLACK
4253.8,2225.8,1730,62997,N,Chevrolet,Colorado,BLUE
4429.17,79.95,4051.22,620241671,U,Hyundai,Elantra Touring,BLACK
6803.45,1486.11,6679.34,631381840,U,Chevrolet,Impala,BLUE
4807.17,2457.33,2051.84,620101893,U,Chevrolet,Silverado 1500,BLACK
6577.99,5290.59,989.4,620027969,N,Chevrolet,Silverado 1500 LTD,GRAY
6931.28,2653.97,3979.31,620251412,U,Toyota,Highlander,WHITE
7210.79,2328.19,4584.6,620025801,N,Chevrolet,Equinox,RED
8815.34,5785.5,2731.84,620333016,U,Chevrolet,Traverse,RED
6417.07,4318.57,1800.5,620492025,U,Chevrolet,Colorado,BLUE
4357.37,2554.67,1504.7,620181442,U,Chevrolet,Malibu,PEARL
4457.17,96.58,4062.59,620241407,U,Chevrolet,Cruze,RED
5502,0,5204,620352396,N,Chevrolet,Silverado 2500HD,BLUE
4918.68,0,4620.68,620027757,U,Chevrolet,Silverado 1500,GRAY
3832.63,349,3185.63,620027757,U,Chrysler,Town & Country,RUBY
6443.3,1746.57,4398.73,620841321,U,Nissan,Kicks,BLUE
7147.23,1911.08,4938.15,620211311,U,Chevrolet,Traverse,WHITE
5639.28,759.62,4681.66,620255340,U,Honda,HR-V,GRAY
4268.89,2021.93,1948.96,620492622,U,Chevrolet,Cruze,SILVER
3439.92,2658.01,483.91,620181210,U,Nissan,Sentra,GRAY
1114.73,548.94,267.79,620792512,U,Chevrolet,Spark,PINK
5744.03,1573.93,3872.1,620211610,N,Chevrolet,Silverado 1500,RED
1910.83,1173.78,439.05,620951619,U,GMC,Acadia,WHITE
3368.14,703.69,2366.45,620403966,U,Chevrolet,Equinox,GRAY
1303.18,352.32,652.86,628322369,U,Ford,Ranger,GRAY
3159.68,0,2861.68,63125,U,Chevrolet,Silverado 1500,WHITE
10493.68,0,10195.68,620026823,U,Buick,LaCrosse,WHITE
2803.05,601,1904.05,63385,U,Chevrolet,Colorado,GRAY
3787.75,3086.95,402.8,620352673,U,Chevrolet,Equinox,BLUE
5920.84,299,5323.84,62095,U,Ford,F-150,WHITE
2714.42,0,2416.42,990169445,U,Chevrolet,Silverado 1500,BLACK
4532.67,3481.71,752.96,620951503,U,Honda,Pilot,GRAY
578.37,0,280.37,622712152,U,Chevrolet,Equinox,WHITE
1041.3,500,243.3,63376,U,Genesis,G70,WHITE
2798.76,201,2299.76,620142838,U,Chevrolet,Equinox,SILVER
5104.43,390.78,4415.65,620255348,U,Nissan,Maxima,SILVER
4279.36,3387.43,593.93,622071920,U,Nissan,Altima,WHITE
5502.48,2179.15,3025.33,620123810,U,Toyota,Camry,BLACK
7288.88,1825.72,5165.16,620101635,U,Chevrolet,Silverado 1500,SILVER
3304.7,2635.52,371.18,620352212,U,Chevrolet,Equinox,BROWN
6422.79,2764.32,3360.47,63044,U,Chevrolet,Camaro,BLACK
5171.94,3384.1,1489.84,620372022,U,GMC,Canyon,BLACK
7222.24,1953.2,4971.04,630337863,U,Chrysler,300,BLACK
2246.01,1301.52,646.49,630442805,U,Chevrolet,Colorado,GRAY
4776.38,2619.18,1859.2,620523577,U,Chevrolet,Cruze,WHITE
5722.79,3034.05,2390.74,620692718,U,Hyundai,Elantra,WHITE
5304.28,930.97,4075.31,620403542,U,Jeep,Renegade,PURPLE
1215.31,390.89,824.42,620091502,N,Chevrolet,Trailblazer,CRIMSON METALLIC
5177.45,2676.14,2203.31,62010,U,Chevrolet,Colorado,WHITE
5069.93,3533.88,1238.05,620241901,U,Chevrolet,Silverado 1500,BLUE
2951.41,1553.65,1099.76,622542616,U,Chevrolet,Spark,RED
2137.65,201,1638.65,628012404,U,Cadillac,XT4,BLACK
7116.88,846,5972.88,622346016,U,Chevrolet,Malibu,RED
8944.76,1469.24,7177.52,631371354,U,Chevrolet,Impala,SILVER
8081.51,2633.77,5149.74,620404392,U,Chevrolet,Blazer,WHITE
1650,0,1352,62301,N,Chevrolet,Silverado 1500,WHITE
6148.55,299,5551.55,63011,N,Chevrolet,Corvette,WHITE
1869.3,201,1370.3,620255382,N,Chevrolet,Equinox,BLACK
3483.76,2263.34,922.42,622345141,N,Chevrolet,Trax,WHITE
3812.23,2483.31,1030.92,620405251,U,Dodge,Journey,RED
7294.38,0,6996.38,620141504,U,Chevrolet,Trax,BLUE
4956.75,2068.65,2590.1,620255169,N,Chevrolet,Equinox,SILVER
2423.03,701,1424.03,620027381,U,Chevrolet,Spark,WHITE
6823.06,1047.82,5477.24,622032038,U,Cadillac,CTS,BLUE
3138.19,2536.19,304,620521845,U,Cadillac,XT5,WHITE
3842.46,541.18,3003.28,620406040,U,Chevrolet,Silverado 1500,BLACK
2387.18,1100.68,988.5,620611514,N,Chevrolet,Trailblazer,RED
1361.76,500,563.76,630177242,U,Chevrolet,Trax,BLUE
4965.33,813.65,3853.68,620881734,U,Chevrolet,Equinox,RED
6238.5,3961,1979.5,626262156,N,Chevrolet,Equinox,BLUE
3009.7,0,2711.7,620256769,U,Chevrolet,Cruze,WHITE
4117.06,2619.91,1199.15,620241221,U,Chevrolet,Spark,RED
6046.37,516.75,5231.62,622811411,U,Jeep,Patriot,BLUE
4488.49,695.98,3494.51,620601554,U,Chevrolet,Equinox,GRAY
3835.37,2010.61,1526.76,62234,U,Kia,Forte,RED
4015.66,625.9,3091.76,620241270,U,Chevrolet,Malibu,SILVER
5162.36,2553,2311.36,631161202,U,Ford,F-150,GRAY
6107.71,0,5809.71,620101092,U,GMC,Acadia,WHITE
4628.33,3580.43,749.9,622261814,N,Chevrolet,Silverado 1500,RED
5247.34,1931.04,3018.3,63043,U,Kia,Stinger,BLACK
6092.88,4290.71,1504.17,620404841,N,Chevrolet,Silverado 1500,SILVER
3325.48,1945.72,1081.76,630265433,U,Chrysler,Pacifica,RED
4225.32,948.16,2979.16,631082802,U,Chevrolet,Express 2500,WHITE
6004.72,5147.62,559.1,620143015,N,Chevrolet,Silverado 1500,BLUE
1737.69,1855.35,-415.66,631043855,U,Mazda,CX-5,GRAY
4005.49,2790.22,917.27,620522014,U,Chevrolet,Traverse,GREEN
1637.62,1123.28,216.34,620241502,U,Chevrolet,Equinox,BLACK
4891.15,2690.31,1902.84,620882728,U,Chevrolet,Colorado,GRAY
6823.7,0,6525.7,622463405,U,Jeep,Compass,BLUE
1626.89,701,627.89,62281,U,Ford,Transit-250,WHITE
2613.45,201,2114.45,631241241,U,Chevrolet,Silverado 1500,BLACK
3108.74,1626.23,1184.51,62234,U,Chrysler,Pacifica,GRAY
4424.6,2833.66,1292.94,620951143,U,GMC,Terrain,BLACK
1631.2,0,1333.2,620257734,U,Buick,Verano,RED
4165.96,3233.48,634.48,620952212,U,Chevrolet,Equinox,ORANGE
5738.67,3306.97,2133.7,620023109,N,Chevrolet,Silverado 1500,RED
10005.14,3671.46,6035.68,631252702,U,Chevrolet,Silverado 1500,RED
4657.6,870,3489.6,628652961,N,Chevrolet,Equinox,BLACK
1741.22,1431,12.22,620101041,U,Chevrolet,Equinox,BROWN
5461.24,4212.49,950.75,620671624,U,Ford,F-150,GRAY
4900.13,1573.52,3028.61,62221,U,Chevrolet,Trax,BLACK
3784.31,486.14,3000.17,622542542,U,Cadillac,XT5,SILVER
4844.2,929.86,3616.34,620025140,U,Chrysler,300C,SILVER
5380.6,3026.5,2056.1,626909798,N,Chevrolet,Silverado 1500,GRAY
5570.3,299,4973.3,625605039,U,Ford,F-150,BLUE
2034.58,1350,386.58,622341905,U,Ford,EcoSport,BLACK
2670.25,1999.33,372.92,620024401,U,Jeep,Renegade,BLACK
3299.06,299,2702.06,622160654,U,Chevrolet,Spark,BLUE
784.9,0,486.9,620951807,U,Chevrolet,Cruze,BLUE
