time_till_back_in_prison,drinking_prolem_yes,drug_history_yes,supervised_release_yes,married_when_jailed_yes,felony_sentence_yes,prison_work_program_yes,property_crime_yes,crime_against_person_yes,prior_convictions,years_of_education,rule_violations_in_prison,age_in_months,time_served_in_months
10,1,0,0,0,0,0,0,0,5,9,0,268,6
53,0,1,1,0,1,1,1,0,0,10,0,231,13
31,0,0,1,0,0,1,0,0,0,11,0,232,8
71,0,0,1,0,1,0,1,0,0,12,0,264,23
70,0,0,1,0,0,0,0,0,0,12,0,243,3
77,0,0,1,0,0,1,0,0,0,12,0,304,15
27,0,0,0,0,1,1,1,0,0,8,1,256,37
71,1,0,1,0,0,0,0,0,7,12,0,477,5
23,0,0,0,0,0,0,0,0,0,12,0,276,6
78,1,0,1,0,0,0,0,0,0,7,1,251,9
24,0,0,1,0,0,1,0,0,0,12,2,280,10
79,0,0,1,0,0,1,0,0,0,12,0,344,11
73,0,0,1,0,0,0,0,0,0,10,0,244,14
5,0,1,1,0,0,1,0,0,0,8,2,241,29
76,0,0,1,0,0,0,0,0,0,9,2,263,5
73,0,0,1,0,0,1,0,0,0,8,0,350,5
73,0,0,1,0,0,0,0,0,0,10,0,250,5
17,1,0,1,0,0,1,0,0,0,8,0,444,3
81,0,0,0,0,0,0,0,0,0,10,6,285,22
74,0,0,1,0,0,1,0,0,0,9,0,271,15
15,0,1,1,0,0,0,0,0,0,7,1,230,8
28,0,0,1,0,0,0,1,0,0,10,0,259,26
8,0,0,1,0,1,1,1,0,0,10,0,295,26
76,0,1,0,0,0,0,0,0,0,14,1,610,11
76,1,1,0,0,0,0,0,0,0,2,0,460,19
71,0,0,0,0,0,0,0,0,0,4,3,217,8
65,0,0,1,1,1,1,0,1,0,10,0,475,21
74,0,0,1,0,0,0,0,0,0,10,0,218,7
1,1,0,1,0,1,1,1,0,6,12,2,422,41
16,0,0,1,0,1,1,1,0,0,8,3,252,19
24,0,0,0,0,0,0,0,0,0,11,0,358,3
8,0,0,0,0,0,0,0,0,0,8,0,235,10
9,0,1,1,0,1,1,1,0,2,13,10,388,114
74,1,0,0,0,0,1,0,0,0,12,0,332,12
76,0,0,0,0,0,0,0,0,0,8,0,217,6
33,0,0,1,0,1,1,0,0,1,9,0,324,25
10,0,0,1,0,0,0,0,0,0,11,0,339,15
75,0,1,1,0,1,1,1,0,2,12,1,269,10
70,0,0,1,0,1,0,0,0,0,9,3,287,55
9,0,0,1,0,0,0,0,0,0,10,0,267,3
80,0,1,1,0,0,0,0,0,0,10,0,223,2
80,0,1,0,0,0,0,0,0,0,11,0,247,5
81,0,0,1,0,1,0,1,0,0,8,1,240,11
72,0,0,1,0,0,0,0,0,2,11,2,322,41
73,0,0,1,1,0,0,0,0,2,9,0,270,15
52,1,0,1,0,0,0,0,0,2,8,0,419,9
53,0,1,1,0,0,0,0,0,0,9,4,259,9
76,0,0,0,0,1,0,1,0,0,11,1,246,23
3,1,0,1,1,0,0,0,0,1,12,0,461,12
20,0,0,1,0,1,1,1,0,0,12,1,620,49
12,0,0,1,1,0,1,0,0,9,11,2,402,11
72,0,0,1,0,0,0,0,0,0,10,0,273,8
74,1,1,1,1,0,0,0,0,3,12,0,717,32
9,0,0,1,0,1,1,1,0,0,10,5,241,31
80,0,0,1,0,0,1,1,0,0,10,0,261,10
14,0,0,1,0,1,1,0,0,0,13,2,339,5
6,0,1,1,0,0,1,0,0,1,9,1,328,17
10,0,0,0,0,0,1,1,0,4,6,0,476,6
39,0,1,1,0,1,1,1,0,0,9,2,257,24
77,0,0,1,0,0,0,0,0,1,4,0,593,4
80,0,0,1,1,0,1,0,0,1,10,2,353,30
74,0,1,1,0,0,0,0,0,0,12,0,241,3
80,1,1,0,0,0,0,0,0,1,13,0,496,5
72,0,0,0,0,0,1,0,0,2,8,0,565,5
68,0,0,1,1,1,0,1,0,2,14,1,398,20
4,0,0,0,0,0,0,0,0,0,9,0,204,3
77,0,0,1,0,0,1,0,0,0,12,0,251,4
71,0,1,0,0,0,1,0,0,0,9,1,273,7
73,0,1,1,1,0,1,0,0,0,11,1,297,12
72,0,0,1,1,0,0,0,0,0,10,2,327,16
75,0,1,1,1,0,1,0,0,0,12,1,278,13
72,0,0,1,0,0,0,0,0,0,12,3,250,18
24,1,1,0,1,0,0,0,0,2,9,1,260,9
7,1,0,1,1,0,1,0,0,1,12,0,355,5
71,1,1,0,0,0,0,0,0,1,12,0,408,7
4,0,0,1,0,0,1,0,0,0,9,0,229,11
70,0,1,1,0,1,0,0,1,1,3,0,642,74
18,0,0,1,0,1,1,1,0,7,12,5,250,20
71,0,0,1,0,0,0,0,0,0,11,0,235,10
77,0,1,1,1,0,0,0,0,0,8,0,537,6
81,0,0,1,0,0,1,0,0,0,9,0,239,5
10,0,1,1,0,1,1,0,1,6,9,0,467,40
44,0,1,1,0,0,1,0,0,3,9,2,272,30
81,0,1,1,0,0,0,0,0,0,7,1,508,9
80,0,0,0,0,1,1,0,0,1,14,3,387,133
73,0,0,1,0,1,1,0,0,0,13,1,271,15
14,1,0,1,0,0,1,0,0,6,10,0,484,6
73,1,0,1,1,0,0,0,0,6,4,0,605,7
81,0,0,0,1,0,0,0,0,0,7,0,799,4
19,0,1,1,0,0,1,0,0,2,7,0,253,11
8,0,1,0,0,0,0,0,0,1,8,2,240,12
3,1,1,1,0,0,1,0,0,5,8,0,344,14
72,1,0,1,0,1,0,1,0,0,8,0,313,7
75,0,0,1,0,0,1,0,0,1,9,0,247,7
5,0,0,0,0,1,0,1,0,1,12,0,343,12
5,0,0,1,0,0,0,0,0,0,11,0,222,3
70,1,0,0,0,0,0,0,0,0,13,0,314,2
70,0,1,0,1,0,1,0,0,0,12,0,297,5
73,0,1,0,1,0,0,0,0,1,7,0,338,5
74,1,0,0,0,0,0,0,0,8,12,0,463,4
29,0,0,1,0,1,1,0,1,0,8,3,292,32
76,0,0,0,0,0,0,0,0,0,7,1,288,16
15,0,1,0,0,0,0,0,0,6,2,0,751,7
79,0,0,1,0,0,0,0,0,0,10,1,237,7
46,0,0,1,0,1,1,1,0,2,10,1,406,28
74,0,1,1,0,0,1,0,0,0,12,0,246,15
79,0,0,1,1,0,1,0,0,1,9,0,334,25
72,0,0,1,0,0,1,0,0,0,12,0,290,7
80,0,0,0,0,0,0,0,0,0,10,0,412,5
73,0,0,1,0,0,0,0,0,0,6,1,359,14
76,0,0,1,0,0,0,0,0,0,9,1,261,10
60,1,0,0,0,0,1,0,0,21,7,1,351,7
73,0,0,1,0,0,0,0,0,0,10,0,203,6
62,1,0,1,0,1,1,0,1,11,7,0,584,100
71,0,0,0,0,0,0,0,0,1,9,2,266,19
74,0,0,1,1,0,1,0,0,3,10,1,350,11
76,0,1,0,1,0,1,0,0,0,10,0,418,12
1,0,0,0,0,0,0,0,0,2,10,1,306,13
79,0,1,1,0,0,0,0,0,0,11,0,226,7
81,0,0,1,0,0,0,0,0,0,10,0,232,5
77,0,0,0,0,1,0,1,0,1,10,5,304,61
19,0,0,1,1,1,0,1,0,2,12,1,354,57
70,0,0,1,1,0,0,1,0,0,12,0,296,5
74,1,0,1,0,0,0,0,0,0,5,0,352,4
76,0,0,0,0,0,0,0,0,0,9,1,467,13
72,0,0,1,0,0,0,0,0,0,11,0,248,11
28,0,0,1,0,0,1,0,0,3,11,0,368,34
76,0,0,1,0,0,0,0,0,0,8,0,203,2
9,0,0,1,1,1,1,1,0,4,9,2,278,106
79,0,0,0,0,0,0,0,0,0,8,0,252,5
10,0,0,0,0,0,0,0,0,1,8,0,237,7
18,0,1,1,1,0,1,0,0,0,12,1,371,34
74,0,0,1,1,0,0,0,0,0,8,0,324,4
9,0,0,1,0,1,1,1,0,0,10,3,284,65
32,0,0,1,0,0,1,0,0,0,10,0,277,19
76,0,0,0,0,1,1,1,0,8,10,5,348,45
81,0,0,1,0,1,1,0,0,0,8,0,255,17
15,1,0,0,0,0,0,0,0,0,10,0,274,6
76,0,0,1,1,0,0,0,0,0,9,0,269,4
7,0,0,1,0,1,0,1,0,1,9,21,210,80
5,0,0,1,0,0,0,1,0,1,11,3,233,21
8,0,0,0,0,0,0,0,0,0,10,0,258,4
63,0,0,1,0,1,1,1,0,1,12,0,268,12
1,0,0,0,0,0,1,0,0,1,12,1,332,6
72,0,0,1,0,0,1,0,0,0,12,2,433,37
80,1,0,1,1,0,0,0,0,1,11,2,300,11
70,0,0,1,0,1,0,0,1,1,11,1,301,22
17,0,0,0,0,0,0,0,0,2,10,1,282,19
80,0,1,0,0,0,1,0,0,0,9,0,532,7
73,0,0,0,0,0,0,0,0,1,10,0,933,8
10,0,0,1,0,1,1,1,0,0,12,4,290,49
72,0,0,1,1,1,1,0,0,0,10,1,267,17
78,0,0,1,1,1,1,1,0,0,11,1,274,19
73,0,1,1,1,1,0,0,0,3,7,2,326,21
10,0,0,1,0,0,0,0,0,0,12,5,310,18
44,0,0,1,0,1,1,1,0,4,12,2,425,35
75,0,0,1,0,0,1,0,0,0,9,3,237,20
79,0,0,0,1,1,1,1,0,1,11,0,368,43
81,0,0,1,1,0,1,0,0,0,12,0,294,3
5,0,0,0,0,0,1,0,0,8,15,1,333,40
70,0,1,0,0,0,0,0,0,1,9,8,425,48
77,0,1,1,0,0,0,0,0,0,10,1,253,8
80,0,0,1,0,0,1,0,0,0,10,0,245,9
13,0,0,1,0,1,1,1,0,1,11,2,298,67
79,0,0,1,0,0,0,0,0,0,9,0,199,2
9,0,0,1,0,0,1,0,0,0,9,0,447,28
71,0,0,1,0,0,0,0,0,0,11,1,273,36
18,1,0,1,0,0,0,0,0,0,11,0,248,12
80,0,0,1,0,0,0,1,0,0,10,0,198,2
11,1,0,1,0,0,0,0,0,10,11,0,392,5
15,0,0,1,0,1,1,1,0,0,9,0,295,27
81,0,1,0,0,0,0,0,0,0,13,0,292,5
70,0,0,0,0,0,1,0,0,0,11,0,330,6
77,0,0,0,0,0,0,0,0,0,12,0,556,4
70,0,0,0,0,0,0,0,0,0,10,0,250,12
72,0,0,1,1,1,1,0,0,0,10,1,292,14
23,0,1,0,0,0,1,0,0,2,9,0,369,21
78,0,0,0,0,0,1,0,0,0,12,0,294,5
22,0,0,0,0,0,0,0,0,0,11,4,238,15
72,0,0,0,0,1,0,1,0,1,12,0,319,12
25,0,0,0,0,0,0,0,0,0,10,0,324,4
77,0,0,1,1,1,0,1,0,0,7,2,368,22
78,0,0,1,0,0,1,0,0,2,6,2,339,48
79,0,0,1,0,1,0,0,0,0,11,0,287,19
24,0,1,0,1,0,1,0,0,23,1,1,663,12
27,0,0,1,0,1,0,1,0,1,8,8,235,50
80,0,0,1,0,1,0,1,0,0,11,0,253,13
73,0,0,1,0,0,1,0,0,1,11,0,414,4
81,0,0,1,0,0,0,0,0,0,4,0,375,7
71,0,0,1,0,0,0,0,0,0,10,0,230,6
71,1,0,1,0,1,0,0,0,0,11,0,525,9
14,1,1,1,0,0,0,0,0,0,12,0,256,5
27,0,0,1,0,1,0,1,0,0,8,2,229,13
11,0,1,0,0,0,0,0,0,1,9,0,228,5
74,0,0,1,0,1,1,1,0,2,8,1,277,28
72,0,1,0,0,1,0,1,0,0,9,8,251,26
37,0,0,0,0,0,0,0,0,1,7,0,673,6
80,0,1,1,0,0,0,0,0,2,8,0,318,5
18,0,0,1,0,0,0,0,0,0,9,2,254,61
73,0,0,0,0,1,0,1,0,1,9,0,593,32
80,0,0,1,0,1,0,0,0,0,14,0,286,4
78,0,1,1,0,1,1,1,0,0,16,1,533,11
80,0,0,1,0,1,1,1,0,1,10,1,287,16
76,1,0,0,1,0,1,0,0,2,12,0,395,5
81,0,1,0,0,0,0,0,0,2,7,0,452,12
59,0,0,1,0,0,1,0,0,0,14,0,339,22
47,0,0,1,0,1,1,1,0,1,12,0,370,9
6,0,0,1,0,0,0,1,0,0,11,7,285,51
81,0,1,1,0,0,0,0,0,0,12,0,274,5
73,0,0,0,1,0,0,0,0,4,8,1,514,29
70,0,0,0,0,0,0,0,0,5,10,5,453,125
80,0,0,1,0,0,0,0,0,0,9,0,234,5
70,0,0,1,0,0,0,0,0,5,10,0,454,6
27,0,1,0,0,1,1,0,0,2,8,1,343,51
72,1,0,1,1,0,0,0,0,0,4,0,482,3
73,1,0,1,1,0,1,0,0,0,3,0,590,4
80,0,1,0,0,0,0,0,0,0,9,0,296,10
2,0,0,1,0,1,0,1,0,1,10,4,269,41
36,0,1,0,0,0,0,0,0,0,9,2,253,13
67,0,0,1,1,1,0,1,0,3,11,6,345,62
72,0,0,1,1,0,0,0,0,0,11,0,611,12
46,1,0,1,0,0,1,0,0,1,8,0,538,4
75,1,0,1,0,0,0,0,0,0,10,0,243,6
71,0,0,1,0,1,1,1,0,0,11,0,298,18
14,1,0,1,0,0,1,0,0,2,12,1,372,4
70,0,1,1,0,0,1,0,0,0,12,0,275,13
79,0,0,0,0,0,0,1,0,0,10,0,338,10
70,0,0,1,0,0,0,0,0,0,12,0,330,7
73,0,0,0,0,0,0,0,0,0,12,1,222,4
12,1,1,0,1,0,0,0,0,4,7,1,271,11
70,0,1,0,0,1,1,1,0,3,9,0,506,42
18,0,0,0,0,1,1,1,0,0,9,5,244,25
6,0,0,1,0,1,1,1,0,4,11,3,261,42
13,1,1,0,1,0,0,0,0,1,9,0,368,9
71,1,0,1,1,0,1,0,0,1,2,0,413,5
72,0,0,0,0,0,0,0,0,1,12,1,248,14
74,0,0,1,0,0,1,0,0,0,11,0,277,7
77,0,0,0,0,0,1,0,0,0,12,2,264,9
22,0,1,1,0,0,1,0,0,1,9,1,247,17
9,0,0,0,0,0,0,0,0,0,9,0,226,10
76,0,0,1,0,0,0,0,0,3,7,0,260,5
78,0,0,1,0,0,1,0,0,1,7,0,284,7
73,0,0,0,1,0,0,0,0,5,10,0,726,12
77,0,0,1,0,0,0,0,0,0,14,0,268,15
72,1,0,1,0,0,0,0,0,1,12,0,506,5
46,0,0,1,0,0,1,0,0,0,7,0,375,10
76,0,0,1,1,0,0,0,0,0,8,0,259,4
73,0,1,1,0,0,1,0,0,0,11,0,262,16
21,0,0,0,0,0,1,0,0,2,9,3,252,29
72,0,0,1,0,1,0,0,0,1,12,0,387,13
81,0,0,1,1,0,0,0,0,0,11,2,330,26
76,0,1,1,0,1,0,1,0,0,10,1,281,28
74,1,0,1,0,0,0,0,0,5,12,0,493,4
53,1,0,1,1,0,0,0,0,0,8,0,332,3
36,1,0,0,0,0,1,0,0,0,10,7,384,29
76,0,1,1,1,0,1,0,0,2,12,1,277,13
80,0,1,1,0,0,0,0,0,0,12,0,265,6
36,0,1,1,0,1,1,0,0,0,14,0,285,8
8,1,0,1,0,0,1,1,0,9,9,0,399,27
79,0,0,1,0,0,0,0,0,1,10,1,321,32
76,0,0,0,0,0,0,0,0,0,10,0,204,3
73,0,1,1,1,1,1,0,1,0,9,0,408,13
81,0,0,1,0,1,0,1,0,1,12,0,258,31
81,0,0,1,0,0,0,0,0,0,11,0,331,13
73,1,1,0,1,0,0,0,0,7,10,2,423,42
24,0,0,1,0,0,0,0,0,0,10,0,201,7
81,0,0,1,0,1,1,1,0,3,9,10,363,39
73,1,0,1,0,0,0,0,0,0,9,0,446,3
71,0,0,1,1,1,1,1,0,3,11,0,674,20
10,0,0,1,0,0,1,0,0,0,12,2,239,20
80,0,0,0,0,0,0,0,0,0,12,0,325,6
10,0,0,0,0,0,0,0,0,0,10,1,231,5
12,1,0,1,0,0,0,0,0,0,11,0,755,4
76,0,0,1,0,1,0,1,0,7,7,3,362,24
81,0,0,0,0,0,0,0,0,0,10,2,324,6
11,1,0,0,1,0,0,0,0,0,8,0,652,6
80,0,0,1,0,1,0,1,0,0,7,0,239,23
75,1,0,1,0,0,1,0,0,1,11,1,463,8
71,0,0,1,1,0,1,0,0,0,14,0,294,13
76,0,0,0,0,1,0,1,0,2,15,10,337,21
15,0,0,1,0,0,1,0,1,3,8,5,435,101
80,0,0,1,0,0,0,1,0,0,10,0,276,9
79,0,1,1,0,1,0,1,0,0,9,1,244,19
73,0,1,1,0,1,0,1,0,0,10,0,385,12
74,0,0,0,1,0,1,0,0,0,10,0,369,6
58,0,1,0,0,0,0,1,0,1,8,2,290,20
69,1,0,0,1,0,0,0,0,1,5,0,444,5
4,1,0,1,1,0,1,0,0,0,12,0,264,14
73,1,0,1,0,0,0,0,0,0,10,0,315,8
70,0,0,1,0,0,0,0,0,0,10,0,233,2
6,1,0,1,0,1,0,1,0,0,9,0,335,24
71,1,0,0,0,0,0,0,0,26,3,0,703,6
74,0,0,1,0,0,0,0,0,1,10,1,295,6
8,0,1,0,0,0,0,0,0,4,9,9,277,39
71,0,0,0,0,0,0,0,0,0,10,3,259,12
66,1,1,1,0,0,0,0,0,3,10,1,326,12
25,0,0,0,0,0,0,0,0,0,10,0,215,3
15,0,0,1,1,1,1,0,1,0,12,0,373,16
73,0,1,1,0,0,0,0,0,0,10,1,237,7
74,0,0,1,0,1,0,0,0,0,17,0,665,19
70,1,0,1,1,0,1,0,0,1,8,0,285,8
78,0,0,1,0,0,1,1,0,0,12,0,365,7
74,1,0,1,1,0,0,0,0,0,12,0,376,6
32,1,0,0,0,0,0,0,0,1,12,0,293,4
7,0,0,1,0,0,1,0,0,0,10,2,304,48
70,0,0,1,1,0,0,0,0,2,9,0,283,2
19,1,1,1,1,0,0,0,0,0,7,0,237,4
7,1,1,0,0,0,0,0,0,9,9,1,368,5
12,0,0,0,0,0,0,0,0,0,11,0,225,3
72,1,0,0,1,0,0,0,0,1,8,1,566,7
78,0,0,1,0,0,1,0,0,0,8,0,237,10
76,1,1,1,1,0,0,0,0,0,15,0,329,5
30,0,1,1,0,0,1,0,0,0,9,4,298,23
70,0,0,1,0,0,0,0,0,0,12,2,357,8
77,0,0,1,0,0,0,0,0,0,12,0,268,7
73,0,0,1,1,0,1,0,0,6,12,12,599,83
31,1,0,1,1,0,0,0,0,2,6,0,517,3
78,0,1,1,0,0,1,0,0,0,9,0,415,11
26,0,0,1,0,1,1,0,1,3,12,3,370,129
6,0,0,0,0,1,1,1,0,0,10,0,284,36
73,1,0,1,0,0,0,0,0,0,10,1,244,6
18,1,1,1,1,1,0,0,1,0,5,0,511,25
13,0,1,1,0,0,1,0,0,6,8,4,491,50
14,0,0,1,0,1,0,1,0,2,9,7,240,83
4,0,0,1,0,0,0,0,0,3,8,9,254,91
72,1,0,1,1,0,1,0,0,0,4,0,575,7
74,0,0,1,0,1,0,1,0,0,8,0,241,18
73,0,0,0,1,0,1,0,0,2,12,1,322,23
2,1,0,0,0,0,0,0,0,0,8,0,367,5
76,1,0,0,0,0,0,0,0,17,4,0,655,4
76,1,1,1,0,1,0,0,0,0,13,1,243,6
7,0,1,1,0,0,1,0,0,9,8,1,545,33
70,0,0,1,1,0,0,0,0,0,8,0,283,1
17,0,0,1,0,0,0,0,0,0,7,0,231,30
73,0,0,1,0,0,0,0,0,0,10,0,248,12
25,0,0,1,0,0,1,0,0,0,10,0,222,8
11,0,1,1,1,1,1,1,0,0,11,2,333,51
81,0,0,1,0,0,1,0,0,0,14,0,403,8
74,0,0,1,0,1,1,1,0,0,12,0,330,11
70,0,0,1,0,0,0,0,0,0,10,0,223,5
28,0,1,0,0,0,0,0,0,0,11,5,226,8
74,0,0,1,0,0,0,0,0,0,12,0,352,6
15,0,1,0,0,0,0,0,0,12,12,0,588,8
53,0,0,0,0,0,0,0,0,0,8,1,238,12
16,0,1,1,1,0,0,0,0,3,12,1,369,12
2,1,1,1,0,0,1,0,0,2,9,1,376,32
80,0,0,1,0,1,1,1,0,2,12,0,345,9
14,0,0,1,1,1,1,1,0,1,9,10,252,50
71,0,0,0,0,0,0,0,0,4,10,13,382,36
71,1,0,1,1,0,1,0,0,0,9,0,469,10
11,0,0,1,1,1,1,1,0,0,12,2,243,38
9,0,1,1,1,0,1,1,0,8,10,2,395,43
21,1,0,0,0,1,1,1,0,0,8,0,286,36
79,0,0,1,0,1,1,1,0,1,12,2,259,17
79,0,0,0,0,0,1,0,0,3,11,6,252,13
41,0,0,1,0,0,0,0,0,1,8,0,251,8
80,0,0,1,0,1,1,1,0,0,12,0,253,16
79,0,0,1,0,1,1,1,0,2,10,3,265,42
12,0,0,1,1,1,1,1,0,1,12,0,350,42
80,0,1,1,0,0,0,0,0,0,5,1,632,11
74,0,0,1,0,0,1,0,0,0,11,1,258,12
25,0,0,1,1,1,1,0,1,1,2,1,577,47
72,1,0,0,0,0,0,0,0,5,4,0,584,5
31,0,0,1,0,1,0,1,0,1,12,1,249,15
79,0,1,1,0,0,1,0,0,0,9,0,364,7
73,0,1,0,0,0,0,0,0,0,5,0,501,14
70,0,1,1,0,1,1,0,0,0,12,0,267,6
76,0,0,1,1,0,1,0,0,2,6,1,486,6
79,0,0,0,0,0,1,0,0,0,10,1,367,6
70,0,0,1,0,0,1,0,0,6,9,0,325,12
79,0,1,0,0,0,0,0,0,0,12,1,294,11
78,0,0,1,1,1,1,0,0,0,14,0,311,11
74,0,0,1,1,0,1,0,0,3,2,0,644,5
3,1,0,1,0,0,1,0,0,1,9,3,283,18
70,1,0,0,1,0,0,0,0,0,12,0,471,6
73,0,0,1,0,1,1,0,1,0,12,0,288,24
75,0,0,1,0,1,0,1,0,1,12,0,248,10
18,1,1,1,0,0,0,0,0,0,13,0,260,11
41,1,1,1,1,0,0,0,0,3,9,1,461,28
79,0,0,1,0,1,0,0,0,0,16,0,294,12
76,0,0,1,0,1,1,0,0,0,11,0,329,22
77,0,1,1,0,0,1,0,0,0,9,2,338,15
74,0,0,1,1,0,0,0,0,1,5,1,598,37
70,0,0,1,0,1,1,1,0,1,10,0,314,5
76,0,0,0,0,0,0,0,0,0,11,0,222,2
21,1,0,1,1,0,1,0,0,1,12,0,527,3
9,0,1,1,0,1,0,1,0,2,9,5,242,61
76,0,0,1,1,0,1,0,0,2,12,2,417,16
80,0,1,0,1,0,1,0,0,3,6,0,743,6
13,1,0,1,0,0,1,1,0,6,11,0,348,30
41,0,0,0,1,0,1,0,0,0,10,0,260,8
3,0,0,1,0,1,1,1,0,7,4,0,488,33
6,0,0,1,0,0,0,1,0,2,11,4,243,33
77,0,0,0,1,0,0,0,0,0,13,2,295,12
73,0,1,0,0,0,0,0,0,0,12,0,267,5
51,0,0,1,0,1,1,1,0,4,9,5,344,48
73,0,1,1,1,0,0,0,0,2,2,0,513,13
76,0,0,1,0,0,0,0,0,0,8,0,220,7
44,0,0,0,0,0,0,0,0,0,11,1,276,6
70,1,0,1,0,0,0,0,0,0,12,0,544,2
80,0,0,1,0,1,0,0,0,0,12,0,314,8
76,0,1,1,0,0,0,0,0,0,7,2,237,10
75,0,0,1,0,1,0,1,0,0,11,2,268,20
76,0,1,1,0,1,1,0,1,5,12,0,397,38
10,0,0,1,0,1,0,1,0,2,9,0,273,89
79,0,1,0,0,0,0,0,0,0,10,0,254,7
9,0,0,0,0,0,1,0,0,1,12,6,289,37
78,0,0,1,1,1,1,1,0,6,14,1,472,27
57,0,0,1,1,0,1,0,0,0,11,1,297,6
71,0,0,1,0,0,0,0,0,0,10,0,256,7
15,0,0,1,0,1,1,1,0,5,15,0,313,41
80,0,0,1,0,0,1,0,0,0,11,0,324,23
17,0,0,0,0,0,0,0,0,0,8,0,205,7
4,0,0,1,0,1,0,0,1,0,10,1,225,16
50,0,0,0,0,0,0,0,0,2,8,8,292,29
70,1,0,1,0,0,0,0,0,0,12,0,227,5
7,0,0,1,0,0,0,0,0,0,8,6,232,26
81,0,0,1,1,1,1,0,1,0,8,0,486,28
70,0,0,1,1,0,0,0,0,0,12,0,434,8
71,0,0,1,1,0,0,0,0,0,5,0,317,5
81,0,0,1,0,1,1,1,0,0,9,0,269,9
73,0,0,1,0,1,0,0,0,0,12,3,332,21
70,0,0,1,0,0,0,0,0,0,9,0,208,7
78,1,0,1,0,0,1,0,0,7,6,0,530,2
12,0,0,1,0,1,0,1,0,3,6,0,411,44
71,0,0,1,0,1,1,0,0,0,10,0,324,24
31,0,0,0,0,0,0,0,0,1,12,1,347,7
73,0,0,0,1,0,1,0,0,0,11,0,564,13
73,0,0,1,0,1,1,0,0,0,6,0,439,30
76,0,0,1,0,0,0,0,0,0,10,0,209,2
77,0,0,1,0,0,0,0,0,0,11,0,240,5
71,1,1,0,1,0,0,0,0,0,9,0,231,5
77,0,1,1,0,1,1,1,0,0,10,2,259,21
79,0,0,0,0,0,0,0,0,0,7,0,253,5
7,0,0,1,0,1,1,1,0,0,8,1,475,24
70,0,0,1,1,1,1,0,0,0,8,0,343,15
74,1,1,1,0,0,1,0,0,1,11,0,255,16
12,0,1,1,0,1,0,1,0,1,8,1,241,19
47,0,0,1,0,0,1,0,0,1,15,1,277,6
16,0,0,1,0,1,0,1,0,0,8,3,245,44
72,0,0,1,0,0,0,0,0,0,10,0,252,4
81,0,0,1,0,1,1,1,0,0,8,1,250,13
71,0,0,1,1,0,1,0,0,0,2,0,630,40
42,1,1,1,1,0,1,0,0,2,10,0,416,3
76,0,1,0,0,1,0,0,0,0,9,2,235,17
29,0,0,1,0,0,1,0,0,0,6,0,231,6
79,0,1,0,0,0,0,0,0,1,8,1,242,15
70,0,0,1,1,1,1,0,1,1,12,0,353,25
75,1,0,1,1,0,1,0,0,2,12,0,521,7
72,0,0,1,0,0,1,0,0,1,10,2,300,70
76,0,1,1,0,0,0,0,0,0,12,1,299,11
45,0,0,0,0,0,1,0,0,0,10,0,231,6
5,0,0,0,0,0,1,0,0,0,9,2,290,34
3,0,1,0,0,0,0,0,0,0,12,5,236,12
80,1,1,1,0,0,0,0,0,0,12,0,393,8
73,0,0,1,1,1,0,1,0,0,12,0,345,12
81,0,0,0,0,0,1,0,0,0,11,3,264,36
81,0,0,1,1,0,1,0,0,0,12,0,374,9
72,0,0,1,0,0,0,0,0,0,8,2,252,13
