Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
5/2/24,4403,27,Other,22.38,6.98,8.6,9,25,6,78,5.086141644,3,9,1
8/3/24,2482,20,Male,21.5,5.97,8.47,2,16,176,2,4.92180657,8,7,10
12/21/24,4111,19,Other,23.48,6.26,6.77,9,49,122,80,5.705634262,4,1,7
4/29/24,3434,47,Male,22.55,6.44,7.89,7,56,52,160,7.216741995,6,8,4
1/1/24,7356,38,Female,21.42,2.65,5.24,6,39,169,81,6.915678784,9,9,3
9/8/24,6168,21,Other,23.98,4.53,4.55,10,69,292,149,9.030718308,7,10,10
4/30/24,8630,23,Female,23.93,5.49,5.55,5,84,209,132,7.574004822,10,3,7
3/28/24,6628,27,Female,21.2,5.77,8.57,6,14,114,80,6.892962512,6,1,8
1/26/24,6832,29,Female,21.37,1.9,4.54,8,71,223,120,4.609751747,6,1,9
3/7/24,6067,46,Other,20.75,2.5,5.75,7,81,153,12,10.42726261,8,3,6
2/29/24,7199,57,Male,20.03,2.95,6.92,2,22,54,159,11.53304736,8,3,9
8/9/24,6532,47,Female,20.27,4.31,8.04,6,27,224,61,8.777023283,7,7,6
2/15/24,6965,59,Other,23.58,6.9,7.32,1,2,257,6,6.915237649,5,9,8
10/15/24,5301,35,Female,20.23,4.06,7.83,9,13,231,163,6.140721427,2,8,8
3/15/24,6419,34,Male,21.33,6.5,9.17,6,73,27,139,11.56258522,8,5,8
11/14/24,8268,46,Other,21.22,2.04,4.83,3,89,231,18,7.528044807,2,7,5
5/19/24,6689,30,Male,20.47,5.75,9.28,10,40,274,139,9.647806201,10,10,5
3/3/24,2587,27,Female,22.37,6.99,8.62,8,47,271,173,8.015144201,9,5,3
3/17/24,8004,44,Male,20.62,2.81,6.2,10,30,85,109,5.697031417,4,3,9
2/13/24,6209,44,Other,21.48,6.27,8.78,10,2,220,6,8.933360268,1,9,6
3/29/24,3578,20,Female,23.57,8.5,8.93,6,82,172,154,6.392095946,3,3,1
2/4/24,8150,30,Female,21.95,5.28,7.33,9,16,100,14,8.50745604,1,6,7
7/21/24,1010,43,Other,20.27,1.63,5.37,10,33,89,8,6.165184106,7,6,2
9/12/24,8581,21,Female,22.22,7.46,9.25,9,76,76,164,8.000058875,6,10,6
5/21/24,5999,41,Female,23.63,6.69,7.05,10,9,116,57,9.495279829,7,7,10
6/7/24,9498,32,Male,22.62,7.9,9.29,9,70,251,71,10.22689811,3,1,6
7/10/24,3955,48,Male,21.67,5.51,7.84,9,4,249,165,7.727641582,6,6,8
10/15/24,1243,49,Other,20.92,5.04,8.12,3,69,182,117,8.472541821,5,1,1
4/11/24,6824,19,Other,20.38,3.17,6.79,5,36,290,165,11.45583376,2,10,4
4/16/24,5430,40,Male,22.42,3.08,4.66,6,81,155,78,7.599509297,4,1,5
1/10/24,8307,22,Other,22.72,6.67,7.95,4,36,147,171,11.37825129,6,10,3
3/20/24,7814,53,Male,21.07,2.57,5.5,3,31,120,2,6.464607968,9,7,5
11/28/24,6642,39,Male,22.18,6.12,7.93,5,20,18,87,7.318231225,2,1,2
2/28/24,2463,41,Female,21.77,5.42,7.65,1,77,141,104,6.14965296,4,1,3
1/20/24,5847,38,Female,21.72,4.57,6.85,10,87,114,166,11.86816246,6,10,10
2/27/24,5010,27,Male,21.77,5.38,7.62,7,10,109,15,6.838041369,9,10,3
9/27/24,3511,44,Male,20.98,4.48,7.49,6,46,111,99,6.828944234,9,7,1
8/27/24,7520,21,Female,21.12,3.92,6.81,5,68,258,165,6.742912464,8,4,6
6/26/24,9560,57,Other,21.15,3.03,5.88,9,51,32,72,9.201948068,5,6,5
11/11/24,8119,27,Other,22.22,6.86,8.64,4,25,183,136,10.52177483,8,3,2
7/12/24,3728,53,Male,21.93,3.11,5.18,6,22,79,171,8.556169173,10,6,8
8/25/24,8508,47,Other,20.13,0.92,4.79,6,2,224,142,8.498982259,6,8,9
4/28/24,8840,40,Female,20.85,5.21,8.36,7,80,299,89,9.059502518,8,3,2
12/29/24,8695,57,Other,22.08,5.38,7.29,10,37,57,105,7.825023778,4,10,9
4/14/24,5696,41,Female,21.97,2.78,4.81,2,42,32,146,5.07134071,10,8,6
9/12/24,4062,21,Female,23.98,8.85,8.87,8,85,55,38,9.112100754,7,9,2
5/28/24,4480,31,Female,21.65,5.51,7.86,6,85,230,102,10.8869117,4,10,9
4/4/24,2963,44,Other,21.83,6.89,9.06,7,31,266,175,11.37100792,4,1,6
5/11/24,8418,43,Male,21.5,4.2,6.7,9,47,291,176,11.42780905,9,5,10
8/24/24,4499,40,Other,23.45,5.47,6.02,10,12,128,52,4.514412247,7,4,7
5/29/24,2650,45,Male,20.27,4.08,7.81,2,16,37,12,5.333121502,9,10,10
11/28/24,8698,34,Female,23.22,3.96,4.74,5,74,196,119,9.098285175,2,3,10
1/26/24,4711,34,Other,22.72,7.16,8.44,7,24,219,36,7.279436484,1,2,10
12/19/24,7175,42,Female,22.82,6.67,7.85,5,75,240,114,11.26803344,6,3,5
2/9/24,1833,54,Other,23,4.95,5.95,4,84,201,11,6.675748807,3,2,3
8/10/24,6780,24,Female,20.5,5.76,9.26,6,72,11,37,9.802169625,7,6,4
10/30/24,8675,52,Male,22.2,4.09,5.89,5,46,257,43,6.489904375,7,7,8
4/6/24,9471,59,Female,21.87,3.76,5.89,2,50,88,77,8.128140347,8,6,5
3/2/24,8775,20,Male,20.9,1.51,4.61,4,46,110,113,6.734182936,4,5,8
1/25/24,2225,47,Male,22.57,6.17,7.6,3,46,240,177,11.12038328,10,3,4
6/21/24,5642,30,Male,22.13,4.18,6.05,7,54,199,57,11.57028443,3,8,1
10/11/24,3510,35,Other,20.3,0.85,4.55,10,68,89,1,6.775914549,5,9,9
12/24/24,4357,58,Other,22.85,5.13,6.28,8,49,36,24,5.433334999,3,6,10
8/23/24,2204,21,Other,22.22,5.52,7.3,1,42,117,58,7.715786096,2,5,10
11/30/24,3234,59,Female,21.37,1.88,4.52,9,44,178,170,11.5997287,8,9,10
6/13/24,8039,47,Other,22.98,6.18,7.19,9,51,270,172,4.649829026,9,8,7
4/7/24,7472,34,Male,20.65,5.78,9.13,6,80,86,145,4.202036494,9,5,3
1/27/24,3253,44,Female,22.12,6.66,8.54,4,3,145,62,7.722457571,4,4,8
9/2/24,7421,44,Male,23.67,7.02,7.36,9,31,126,94,7.928377699,7,9,10
10/14/24,6647,29,Male,22.95,7.44,8.49,9,16,25,128,5.293986321,9,7,6
8/20/24,3307,36,Male,20.45,3.85,7.4,7,47,37,51,9.340592987,2,9,7
11/1/24,5133,44,Other,20.32,2.28,5.96,10,15,78,12,5.508743988,4,8,9
6/26/24,7743,46,Male,22.73,7.41,8.68,4,81,73,134,5.060582938,2,10,6
9/25/24,5405,59,Male,21.2,4.4,7.2,4,69,260,145,6.588903742,5,7,7
7/19/24,2890,29,Male,23.75,4.5,4.75,7,23,8,139,6.343975255,9,7,4
1/22/24,1656,50,Male,22.38,6.34,7.96,1,14,282,111,10.96601882,8,6,6
3/24/24,2793,39,Female,20.08,2.23,6.15,6,12,0,149,4.048006253,9,6,10
3/23/24,4023,29,Male,22.33,4.8,6.47,9,71,211,73,6.673261807,10,8,4
6/23/24,6856,30,Other,22.83,6.41,7.58,5,66,104,133,5.088211399,3,2,3
10/5/24,6422,28,Other,20.47,1.48,5.02,8,26,72,162,5.146937218,2,7,5
2/25/24,3970,57,Other,21.47,2.38,4.92,8,55,299,99,7.891230041,1,3,3
8/16/24,3811,28,Other,22.57,7.11,8.54,3,39,276,46,6.410102408,8,6,3
11/13/24,7368,39,Other,21.18,5.06,7.87,9,11,190,76,4.803729692,5,6,7
10/30/24,2991,54,Other,22.38,4.78,6.4,8,42,134,42,10.38019319,2,2,6
5/10/24,5254,40,Female,23.27,8.7,9.43,4,34,278,140,9.583272817,5,5,6
1/28/24,2260,21,Female,21.47,5.22,7.76,4,34,226,129,6.04679079,2,10,8
5/1/24,1244,46,Other,22.85,5.06,6.21,10,83,133,80,5.364663642,2,10,10
10/23/24,3878,39,Other,22.47,3.8,5.33,2,1,108,74,5.608888543,4,1,1
4/3/24,6713,49,Male,23.52,8.96,9.45,6,60,37,117,11.47211913,8,9,1
12/27/24,6700,36,Other,21.57,4.08,6.51,10,1,27,116,10.05479412,5,7,7
6/8/24,7659,38,Female,21.52,3.7,6.18,1,13,69,45,6.048067345,10,3,7
10/22/24,4386,53,Other,21.72,4.05,6.33,6,65,85,8,10.29644877,6,6,2
9/12/24,2268,42,Male,23.15,4.12,4.97,3,0,112,78,8.862095864,5,2,4
12/26/24,1833,37,Male,23.5,7,7.5,4,29,140,142,9.404310172,2,4,2
3/29/24,2690,47,Male,23,5.67,6.67,1,23,280,10,7.427162791,9,4,9
5/19/24,8154,28,Female,20.98,3.59,6.6,4,19,260,40,4.501255735,8,4,9
1/7/24,1461,56,Female,23.62,5.12,5.51,8,64,16,89,8.717314451,7,2,6
12/13/24,8486,55,Male,21.68,2.39,4.71,7,63,8,56,6.12889693,3,2,6
11/26/24,8172,48,Female,20.57,2.76,6.19,5,39,18,81,7.144585588,4,2,8
12/28/24,5188,48,Female,23.13,8.01,8.87,1,1,5,28,6.016455428,7,2,8
8/24/24,1649,58,Male,22.35,4.98,6.63,6,18,264,146,10.5021863,7,6,3
7/16/24,2350,23,Male,23.22,6.25,7.03,6,27,145,62,9.133579651,2,8,5
12/8/24,3383,21,Female,22.07,5.58,7.51,6,19,102,174,6.475404687,2,6,8
10/11/24,3272,18,Other,22.78,4.2,5.42,6,31,77,50,4.421940239,7,5,1
4/4/24,2882,53,Female,20.43,2.23,5.8,8,82,202,40,10.23538691,7,2,5
5/21/24,5436,40,Male,21.97,3.86,5.9,10,45,260,65,4.783297805,2,4,7
5/23/24,9032,50,Female,22.18,3.65,5.47,7,75,244,30,7.390988049,8,4,3
9/19/24,6511,22,Male,23.65,6.35,6.7,8,6,188,82,9.37880581,7,4,6
3/16/24,6634,59,Other,22.98,7.9,8.91,4,30,105,37,4.214884729,8,8,6
5/13/24,2057,24,Female,20.35,1.72,5.37,1,40,169,115,10.36042086,5,2,7
12/1/24,7163,45,Other,20.03,4.05,8.02,5,72,287,47,7.706792304,2,7,10
2/9/24,7530,28,Male,22.95,5.32,6.37,10,60,248,110,11.80713055,7,6,3
7/1/24,8454,47,Other,20.97,5.07,8.1,5,42,266,108,8.564536714,8,10,3
7/22/24,4004,44,Male,20.48,3.21,6.72,10,2,59,26,11.15593236,8,7,9
3/3/24,5111,27,Male,22.78,3.98,5.19,3,16,260,174,7.966021029,8,1,7
1/21/24,3883,49,Other,21.03,4.62,7.59,10,59,124,116,11.17969024,1,3,2
8/13/24,6819,29,Male,20.33,4.83,8.49,9,43,169,93,5.993493494,10,6,2
8/22/24,7254,43,Female,20.48,1.94,5.45,9,49,158,75,7.550686598,5,6,8
7/24/24,4938,33,Female,23.27,5.51,6.24,1,15,84,51,9.093382944,7,1,9
10/24/24,5349,38,Male,22.98,7.05,8.07,1,89,52,143,4.815200199,5,6,7
12/27/24,9166,30,Female,23.1,7.93,8.83,7,34,297,68,6.731117776,7,6,7
2/24/24,9462,22,Male,23.48,8.01,8.53,10,72,285,103,7.336319672,4,7,5
11/19/24,5918,52,Male,22.13,2.7,4.57,7,41,156,162,4.020114729,10,3,4
9/15/24,6494,39,Female,22.82,4.42,5.6,6,73,115,112,6.214887452,8,4,1
2/25/24,8221,34,Female,21.62,6.61,8.99,10,89,242,97,8.482928088,5,4,6
2/15/24,6163,51,Female,23.2,7.86,8.66,5,38,156,107,7.885279005,1,8,10
7/4/24,6400,58,Female,22.25,5.19,6.94,10,31,62,92,4.001558899,2,10,3
12/11/24,9384,52,Male,22.75,6.15,7.4,6,59,213,72,10.4503613,10,10,2
6/7/24,7741,21,Female,20.75,6.25,9.5,6,58,237,71,4.546967034,4,5,6
4/16/24,1245,56,Male,23.95,6.54,6.59,9,22,179,153,6.493663296,7,2,1
4/14/24,9889,18,Male,23.23,8.65,9.42,5,74,196,14,10.73624026,5,8,8
2/4/24,2092,29,Female,21.07,5.75,8.69,5,47,230,66,4.067091855,9,4,4
1/22/24,1421,52,Female,20.03,1.16,5.12,6,38,17,104,6.985188296,5,1,5
1/26/24,5591,29,Female,23.33,8.66,9.33,8,75,268,145,10.65141276,3,6,7
3/11/24,6019,45,Other,23.27,7.44,8.17,3,46,59,175,8.825129961,5,3,10
11/28/24,3480,32,Other,20.43,5.21,8.77,7,14,179,158,11.06882996,7,6,4
8/13/24,4849,54,Female,22.43,5.03,6.6,5,15,268,32,9.437386842,4,1,7
11/30/24,5835,36,Female,23.9,4.58,4.68,1,74,172,55,6.370019599,9,1,1
10/9/24,8701,25,Other,21.57,4.16,6.59,4,24,297,110,7.827713475,8,6,3
6/26/24,9499,50,Other,20.78,4.84,8.05,7,37,2,115,4.495951656,7,2,10
11/16/24,1533,50,Male,21.25,5.99,8.74,8,4,52,22,8.058561539,7,10,2
4/29/24,5768,33,Male,21.28,2.88,5.59,4,26,285,2,8.216314599,3,9,10
11/30/24,3267,57,Male,21.1,2.12,5.02,8,11,141,128,9.458259237,2,3,4
11/15/24,6349,49,Male,22.32,7.25,8.94,5,79,101,116,10.46246452,5,8,1
4/10/24,1000,48,Other,21.77,2.49,4.72,10,87,122,7,10.3516055,3,10,4
2/18/24,2189,19,Other,20.75,2.55,5.8,10,28,288,27,6.45908038,10,2,9
7/31/24,4685,51,Female,23.43,4.43,5,8,30,192,166,4.964174718,8,2,4
8/8/24,8702,54,Male,22.25,5.3,7.05,9,4,209,34,6.613070882,7,10,8
5/31/24,7025,32,Female,23.47,7.75,8.28,9,49,175,166,7.296898776,4,7,2
11/11/24,1732,24,Female,22.07,4,5.93,6,11,282,160,8.621773128,1,7,4
10/19/24,7768,32,Other,20.05,2.22,6.17,9,4,128,29,7.28548733,4,9,3
8/6/24,2360,48,Female,22.82,8,9.18,7,36,70,85,8.305588627,9,2,2
12/16/24,5112,40,Other,22.48,3.95,5.46,9,5,267,86,11.97922166,8,4,3
3/7/24,4689,45,Other,20.3,1,4.7,5,84,132,114,6.802731217,3,4,6
6/2/24,2446,55,Female,21.3,5.34,8.04,4,74,117,60,7.422176816,4,6,1
4/20/24,6755,29,Male,21.17,5.18,8.02,9,42,35,129,6.352569273,4,5,1
7/4/24,6637,40,Other,21.55,4.29,6.74,10,6,32,81,4.614886235,5,4,10
7/29/24,9894,24,Female,21.82,6.01,8.2,8,9,105,25,9.107473419,10,8,7
3/18/24,2569,34,Female,22.12,4.34,6.22,1,25,56,134,10.54298446,9,3,10
7/5/24,7001,22,Female,22.62,6.33,7.72,2,88,279,29,6.241392549,3,8,3
8/2/24,8213,33,Other,20.4,3.29,6.89,8,33,280,112,9.387998887,2,7,5
4/13/24,8809,57,Other,23.97,7.84,7.88,10,26,54,105,8.121542486,8,6,9
2/16/24,1881,57,Other,22.97,3.94,4.97,1,28,188,171,11.61187814,1,5,2
9/12/24,5771,23,Male,21.35,5.64,8.29,2,55,84,94,6.707351315,4,1,9
9/5/24,4655,54,Male,21.08,3.13,6.04,9,84,106,151,7.507658244,6,7,4
4/30/24,4245,28,Other,21.55,6.99,9.44,4,73,237,17,5.969499743,7,9,5
11/28/24,6777,46,Female,23.9,6.6,6.7,7,87,168,73,6.553501681,5,4,3
4/2/24,8750,30,Male,20.37,1.96,5.6,9,24,124,104,7.274181829,5,10,9
9/30/24,7996,41,Male,21.98,4.82,6.84,8,14,244,80,5.443535989,8,5,4
5/7/24,3264,24,Other,21.97,5.93,7.96,10,0,44,167,6.910666463,8,7,2
10/6/24,1196,30,Male,20.52,3.95,7.43,7,56,234,70,5.072919686,10,4,10
12/29/24,1641,26,Female,22.87,3.92,5.06,3,15,82,176,5.64471729,5,3,2
11/10/24,1831,58,Male,21.42,2.04,4.63,7,11,296,104,8.310990731,2,8,1
4/4/24,1598,22,Female,21.77,2.8,5.03,10,28,112,120,4.214932178,2,6,9
9/27/24,6615,19,Other,22.85,4.51,5.66,8,39,212,38,7.618088081,8,9,5
11/6/24,5887,39,Female,20.12,1.75,5.64,1,46,20,159,9.606835822,9,4,8
4/10/24,5380,38,Male,20.1,5.27,9.17,7,4,14,4,5.199445516,5,1,2
1/4/24,1033,57,Male,23.93,5.55,5.61,4,7,127,66,6.322863901,10,2,7
12/15/24,2547,32,Female,20.02,1.66,5.64,7,33,276,9,5.597601548,9,2,1
7/16/24,5068,57,Female,21.13,6.36,9.23,4,16,61,109,11.19492912,5,7,9
9/12/24,3581,55,Female,22.02,5.86,7.84,8,64,232,167,10.69181104,4,1,9
11/30/24,3451,53,Female,23.97,5.88,5.92,2,87,239,54,9.886492831,2,2,2
5/8/24,3373,39,Male,22.8,4.68,5.88,6,2,248,80,11.29461811,3,2,5
2/4/24,7087,24,Female,21.42,6.68,9.26,3,22,94,63,11.38748916,10,1,9
6/5/24,5302,35,Female,21.1,4.48,7.38,2,82,132,104,10.15464471,5,8,6
6/28/24,7745,41,Other,23.7,4.5,4.8,6,15,97,152,9.874185071,9,5,5
8/22/24,3184,28,Male,20,4.86,8.86,10,18,15,55,6.90715763,9,4,7
5/31/24,8018,39,Other,21.98,3.38,5.4,10,48,297,5,7.651012746,10,5,10
1/28/24,6378,30,Other,21.57,5.54,7.97,4,46,100,22,5.578022222,3,9,7
10/14/24,4822,33,Other,22.45,3.82,5.37,4,32,213,135,9.89883848,8,5,10
2/6/24,1723,29,Female,22.35,3.05,4.7,5,74,269,74,9.399374217,8,10,6
4/14/24,3985,49,Female,21.05,5.72,8.67,7,9,15,166,10.32600133,9,7,8
9/1/24,5014,35,Other,21.03,4.85,7.82,7,73,58,71,10.29596895,7,1,1
3/29/24,7966,23,Male,23.95,9.23,9.28,8,43,186,28,7.811337011,8,2,10
9/5/24,8810,20,Female,22.13,4.76,6.63,4,53,19,14,5.782714042,7,8,7
12/17/24,6493,54,Other,22.58,3.25,4.67,9,65,8,101,11.99710923,3,7,10
6/12/24,7671,58,Male,23.15,7.56,8.41,1,12,35,57,9.270001369,9,8,4
1/6/24,8849,41,Male,20.52,3.34,6.83,4,22,86,112,10.74462816,5,6,1
6/8/24,8963,35,Other,21.62,2.39,4.78,7,57,43,173,4.005397836,9,9,2
7/28/24,4844,43,Other,23.22,8.25,9.03,3,46,162,115,10.45988348,3,8,7
9/25/24,1542,47,Female,21.17,3.77,6.61,6,18,168,165,5.342394137,6,8,8
10/29/24,5819,34,Male,23.75,7.17,7.42,7,60,298,137,9.861293016,4,3,2
7/5/24,9133,37,Other,22.42,6.63,8.21,8,56,9,104,9.226042217,8,7,2
8/13/24,3536,47,Male,21.38,5.04,7.66,5,38,152,82,4.199330237,9,7,6
2/22/24,7898,35,Male,22.17,7.43,9.26,7,8,290,100,11.50191987,1,4,5
8/8/24,7914,38,Other,20.5,3.11,6.61,7,2,180,54,9.752132739,3,4,5
11/24/24,9387,42,Female,21,5.98,8.98,8,59,215,109,6.32389417,4,5,2
4/15/24,7822,47,Female,21.95,4.59,6.64,10,47,125,144,4.480086551,6,10,2
11/22/24,7893,21,Male,22.87,6.85,7.98,10,37,65,46,8.460039811,7,9,2
11/30/24,6698,22,Female,23.58,5.83,6.25,8,36,218,144,11.17409477,9,8,10
10/13/24,2568,46,Female,22.62,5.29,6.67,8,29,277,95,9.313617463,10,4,8
1/20/24,3758,18,Male,21.13,5.05,7.92,2,25,77,43,6.855612556,7,1,3
4/26/24,4106,33,Other,21.22,5.32,8.11,10,74,100,104,5.757792895,2,2,4
11/7/24,4481,40,Male,20.27,4.9,8.63,6,26,217,165,8.156667745,5,5,4
2/24/24,5380,42,Male,23.82,8.76,8.94,2,22,147,144,8.785062638,2,4,7
8/24/24,6869,41,Female,21.97,2.86,4.89,9,62,65,111,9.429628119,1,7,2
3/8/24,2515,51,Male,22.08,5.35,7.27,4,75,282,18,11.07625152,3,4,1
8/28/24,3596,42,Male,21.83,5.09,7.26,9,13,257,87,5.407051932,3,1,7
1/12/24,5339,22,Male,22.97,4.38,5.41,2,45,186,146,9.628859284,8,5,9
11/2/24,5117,21,Male,23.1,7.37,8.27,1,55,211,177,5.244089942,9,5,8
10/13/24,3384,27,Other,23.9,5.45,5.55,4,68,41,109,10.52373038,4,6,5
9/29/24,5456,20,Female,23.88,5.27,5.38,4,80,114,19,6.723026407,3,5,1
9/16/24,5387,52,Female,21.98,6.14,8.16,5,51,168,53,11.0287234,8,9,5
8/13/24,3142,23,Female,22.3,7.36,9.06,5,81,212,88,11.64562328,10,7,8
4/21/24,9516,36,Other,21.47,4.51,7.04,9,81,156,2,9.998689787,10,8,5
12/22/24,6635,45,Male,23.92,6.42,6.5,9,65,157,103,10.90167671,9,5,8
12/16/24,1960,18,Female,23.78,9.28,9.5,4,82,28,130,6.752867739,7,1,8
3/28/24,7041,43,Male,22.43,7.77,9.34,7,72,205,4,9.38844047,8,9,7
8/7/24,7828,54,Other,21.45,6.47,9.02,6,75,70,172,4.593816927,9,1,5
1/24/24,5652,36,Male,23.48,6.02,6.53,9,19,82,113,8.382003673,7,5,10
7/8/24,7465,27,Female,22.5,5.46,6.96,1,44,145,74,4.231010154,4,4,8
3/24/24,4314,59,Other,20.08,5.21,9.12,5,86,179,85,6.061524199,6,10,1
3/11/24,5794,55,Female,22.75,7.75,9,7,0,232,19,9.179504805,10,8,5
3/12/24,4745,28,Other,22.7,7.89,9.19,8,18,192,54,11.51596629,5,6,1
4/1/24,7043,33,Male,21.83,3.3,5.47,9,17,125,153,5.718620329,3,6,2
12/1/24,9460,18,Female,23.22,6.23,7.02,9,5,5,120,9.08909003,9,5,4
10/16/24,2212,34,Female,21.83,5.67,7.83,6,29,170,92,8.079990916,7,4,4
4/25/24,5688,49,Male,22.48,4.71,6.23,10,13,127,84,9.319848202,9,3,6
4/17/24,6450,45,Other,20.45,3.55,7.1,6,31,102,161,9.447819382,1,1,7
9/25/24,4917,34,Female,23.77,4.9,5.13,2,57,88,98,7.610649706,10,6,7
10/9/24,7174,20,Other,21.08,5.45,8.37,3,42,167,92,6.573126677,10,7,3
12/11/24,9269,36,Male,23.33,8.2,8.87,9,52,299,45,4.566189361,8,6,6
4/14/24,4645,43,Male,21.18,4.81,7.62,3,73,135,115,6.597542853,4,7,7
12/18/24,9544,52,Female,22.52,5.24,6.73,7,86,295,23,4.00100111,8,9,7
10/20/24,8030,39,Female,22.93,5.9,6.96,7,31,256,44,9.372849529,7,6,6
6/29/24,9934,26,Other,21.83,3.18,5.35,10,63,214,14,5.95990778,9,3,3
11/28/24,2197,24,Female,21.22,4.94,7.72,1,12,121,26,7.701040405,4,3,10
5/21/24,1266,57,Other,20.78,5.17,8.39,10,0,8,111,8.107217483,1,8,10
12/23/24,3856,39,Other,22.87,6.99,8.12,7,58,153,171,9.646134154,7,5,1
1/11/24,3606,27,Male,22.45,7.61,9.16,2,12,278,35,11.22327791,2,4,5
11/17/24,8951,21,Other,20.62,3.48,6.86,9,20,223,109,7.885712373,2,4,6
5/14/24,2109,37,Female,22.05,5.05,7,4,34,242,172,9.086319478,6,4,1
10/24/24,6148,24,Male,20.2,4.68,8.48,6,15,296,179,7.896354396,5,5,8
9/22/24,4562,52,Other,23.23,5.86,6.62,2,43,221,143,10.00344679,5,1,6
10/28/24,8032,28,Male,23.27,8.14,8.87,2,39,152,149,8.221643367,6,9,5
1/5/24,8829,29,Female,21.58,2.25,4.67,7,14,248,16,4.966261437,9,5,6
4/13/24,2416,41,Other,21.53,2.3,4.77,5,31,194,67,10.9821818,1,3,4
4/2/24,3320,39,Female,21.18,6.4,9.21,5,59,28,19,7.331136735,2,2,6
9/2/24,5114,29,Male,20.27,2.04,5.78,8,7,227,119,8.47339839,8,1,3
11/16/24,8315,20,Male,22.97,4.48,5.52,5,20,105,102,6.567851789,8,3,2
1/17/24,6278,43,Female,20.73,3.09,6.36,3,74,154,67,9.420785686,10,5,10
2/26/24,3505,58,Female,21.58,4.68,7.1,8,0,281,48,7.270964488,7,2,2
2/22/24,8236,57,Male,23.77,7.34,7.58,5,68,51,72,10.31057377,6,5,1
11/22/24,7386,23,Female,21.68,5.67,7.98,3,76,129,159,8.845434527,5,4,2
7/26/24,9664,56,Female,22.07,4.64,6.57,9,56,231,100,5.740349057,8,6,5
7/29/24,1566,36,Male,23.9,5.08,5.18,10,21,294,124,4.988824792,4,1,7
3/27/24,9597,21,Other,21.9,4.04,6.14,5,56,162,36,8.992608375,1,1,7
1/3/24,2047,40,Other,20.78,1.53,4.74,1,59,239,157,5.743582374,5,9,7
10/12/24,6124,22,Male,23.92,9.19,9.27,2,67,113,21,7.470187213,7,2,9
10/12/24,2028,18,Other,22.83,3.65,4.82,6,63,28,101,8.798672942,7,9,10
11/8/24,2146,50,Other,20.95,4.24,7.29,6,36,5,61,4.039843069,9,8,9
10/24/24,4045,26,Female,22.05,4.74,6.69,6,80,278,125,6.960038712,8,5,2
10/3/24,4147,59,Male,21.8,4.4,6.6,10,71,20,120,4.176638272,8,1,9
7/3/24,9048,57,Male,23.48,8.8,9.32,9,27,155,35,10.55181054,6,6,10
3/8/24,8208,32,Other,20.08,3.29,7.21,9,59,111,51,5.358691504,3,8,3
11/2/24,9312,43,Female,22.62,4.69,6.07,4,30,161,139,8.559176313,3,5,10
1/5/24,6690,18,Other,21.3,5.33,8.03,2,38,16,42,8.556461317,5,1,3
4/21/24,2047,46,Other,23.72,6.82,7.11,8,78,215,30,5.257875236,2,2,6
7/26/24,3071,56,Other,22.18,4.55,6.36,7,80,240,67,4.936752649,1,3,6
3/30/24,3486,28,Other,20.65,1.49,4.84,9,58,122,117,7.994337184,2,3,2
11/9/24,5497,57,Other,22.4,4.42,6.02,10,43,178,82,5.897857839,5,10,5
1/28/24,8967,58,Female,22.97,6.96,8,8,40,69,23,6.745178039,8,2,8
1/27/24,1788,56,Female,21.87,4.33,6.46,2,0,3,3,6.328839244,7,2,9
3/3/24,9555,31,Other,22,3.67,5.67,9,25,143,158,9.301382957,10,9,2
12/30/24,8164,41,Other,21.23,5.86,8.62,10,54,149,141,8.085348972,8,6,4
3/10/24,5939,59,Other,23.07,8.51,9.44,4,45,141,63,6.309334621,10,1,7
6/2/24,4522,20,Other,21.98,4.15,6.17,2,69,89,130,10.24186694,9,6,6
2/27/24,6176,51,Female,20.18,5.08,8.9,3,46,182,153,5.162088915,2,6,4
12/28/24,1605,40,Other,23.3,8.45,9.15,4,5,137,98,4.034695269,1,6,5
9/3/24,5792,42,Male,21.6,6.17,8.57,8,11,181,77,4.009943029,10,7,9
11/29/24,9884,34,Male,20.87,3.29,6.42,2,82,133,75,7.400565964,3,7,1
4/2/24,6083,58,Female,21.65,2.44,4.79,2,24,275,156,10.38274578,10,10,2
12/20/24,2817,40,Male,23.68,5.37,5.68,2,42,32,23,6.144192101,2,7,5
9/20/24,5462,22,Male,22.47,6.83,8.36,10,28,68,31,9.190369318,2,5,1
6/27/24,7562,36,Other,22.12,7.19,9.08,6,85,16,79,11.20226891,3,8,6
2/21/24,5532,20,Other,21.77,2.39,4.62,6,5,229,173,7.040689159,8,6,2
10/29/24,7346,19,Other,21.42,5.47,8.05,10,54,279,88,10.19040639,9,7,2
9/4/24,7795,22,Male,22.92,4.24,5.33,7,36,35,73,8.915671408,6,5,6
6/17/24,8712,46,Other,20.2,5.35,9.15,8,63,227,8,4.466012768,5,1,2
12/25/24,4537,41,Other,20.47,4.66,8.2,2,80,74,100,7.269766098,7,8,8
11/25/24,4800,28,Male,22.42,4.82,6.41,10,31,45,155,11.83734941,3,2,6
8/29/24,2069,25,Other,23.75,5.8,6.05,8,75,156,161,8.556589402,5,7,2
